,アルバムID,属性,ﾚｱ,称号,名前,+,ｺｽﾄ,アルバム攻,アルバム守,MAX攻,MAX守,MAX確認,MAX攻/ｺｽﾄ,MAX守/ｺｽﾄ,特技名,対象属性,攻守,効果,備考,重複
,2515602,Co,SR+,[ﾌﾞﾙｰｻﾏｰﾍﾌﾞﾝ],塩見周子,+,19,6504,4824,21545,15981,×,"1,133.9",841.1,納涼ﾎﾞﾃﾞｨ,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,攻,絶大アップ,,
,2515702,Co,SR+,[ﾄﾞﾗﾝｶｰﾊﾟｲﾚｰﾂ],柊志乃,+,13,3888,2784,12880,9222,×,990.8,709.4,ﾊﾞｯｶｽの船出,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,特大～極大アップ,,
,2515802,Co,SR+,[眼鏡越しの輝き],上条春菜,+,20,6888,4704,22817,15582,×,"1,140.9",779.1,虹色ﾚﾝｽﾞ,ｷｭｰﾄ･ｸｰﾙ,攻,絶大アップ,,
,2515902,Co,SR+,[夏の思い出],荒木比奈,+,13,2832,3840,9382,12720,×,721.7,978.5,こころの南風,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,守,大～特大アップ,,
,2516002,Co,SR+,[一夏の思い出],荒木比奈,+,17,4896,4848,16218,16060,×,954.0,944.7,こころの南風,ｷｭｰﾄ･ｸｰﾙ,攻守,特大～極大アップ,,
,2516102,Co,SR+,[ﾋﾞｯﾄ･ﾊﾟﾌｫｰﾏｰ],大石泉,+,20,5856,5760,19398,19080,×,969.9,954.0,ｴﾚｸﾄﾛﾀﾞﾝｽ,クール,攻守,絶大アップ,,
,2516202,Co,SR+,[ﾌｫｰ･ﾋﾟｰｽ],多田李衣菜,+,20,6912,4848,22896,16060,×,"1,144.8",803.0,ﾛｯｸ･ｳﾞｫｰｶﾙ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,絶大アップ,,
,2516302,Co,SR+,[ｶﾞｰﾙｽﾞﾛｯｶｰ],ﾗｲﾗ,+,13,3384,3288,11211,10893,×,862.4,837.9,ﾄﾞﾗﾑﾊﾟﾌｫｰﾏﾝｽ,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,特大～極大アップ,,
,2516402,Co,SR+,[ｶﾞｰﾙｽﾞﾛｯｶｰ･S],ﾗｲﾗ,+,17,4872,4872,16139,16139,×,949.4,949.4,ﾄﾞﾗﾑﾊﾟﾌｫｰﾏﾝｽ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,特大～極大アップ,,
,2516502,Co,SR+,[紺碧の境界],鷺沢文香,+,20,7056,5064,23374,16775,×,"1,168.7",838.8,夏風の色彩,ｸｰﾙﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,絶大アップ,,
,2516602,Co,SR+,[ｼｰｻｲﾄﾞﾁｱｰ],浅利七海,+,13,3432,3240,11369,10733,×,874.5,825.6,ｻﾊﾞｵﾘくんｽﾌﾟﾗｯｼｭ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,特大～極大アップ,,
,2516702,Co,SR+,[ｸｰﾙｻﾏｰﾊﾞｹｰｼｮﾝ],渋谷凛,+,14,3520,3480,10120,10005,●,722.9,714.6,ﾌﾞﾙｰｻﾏｰﾒﾓﾘｰ,全タイプ,攻守,大～極大アップ,,
,2516802,Co,SR+,[ｻﾝｼｬｲﾝﾏﾘﾅｰ],松本沙理奈,+,18,5112,4920,16935,16299,×,940.8,905.5,ｽﾌﾟﾗｯｼｭﾎﾟｰｽﾞ,ｷｭｰﾄ･ｸｰﾙ,攻,特大～極大アップ,,
,2516902,Co,SR+,[ﾚﾃﾞｨｱﾝﾄｳﾞｨｰﾅｽ],新田美波,+,20,6864,4824,22738,15981,×,"1,136.9",799.1,ｴﾝｼﾞｪﾙﾌﾞﾚｽ,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,絶大アップ,,
,2517002,Co,SR+,[熱情の魔女],川島瑞樹,+,20,5976,5904,19797,19558,×,989.9,977.9,ﾐｽﾞｷｱﾀｯｸ!,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,絶大アップ,,
,2517102,Co,SR+,[美しき品位],小室千奈美,+,13,3888,2808,12880,9303,×,990.8,715.6,不意の優しさ,全ﾀｲﾌﾟﾊﾞｸﾒﾝ10人,攻,極大アップ,,
,2517202,Co,SR+,[困惑の小ﾘｽ],森久保乃々,+,19,5616,5664,18604,18762,×,979.2,987.5,もりくぼの森,全タイプ,攻守,絶大ダウン,,
,2517302,Co,SR+,[ｱｸﾃｨﾌﾞｻﾌｧﾘ],結城晴,+,13,2784,3888,9222,12880,×,709.4,990.8,ﾘﾄﾙﾜｲﾙﾄﾞ,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,守,特大～極大アップ,,
,2517402,Co,SR+,[ｱｸﾃｨﾌﾞｻﾌｧﾘ･S],結城晴,+,18,4944,5112,16378,16935,×,909.9,940.8,ﾘﾄﾙﾜｲﾙﾄﾞ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,特大～極大アップ,,
,2517502,Co,SR+,[貴婦人のたしなみ],和久井留美,+,20,6936,4800,22977,15900,×,"1,148.9",795.0,隠れた思い,クール,攻,絶大アップ,,
,2517602,Co,SR+,[夢見る妖精],橘ありす,+,20,6936,4920,22977,16299,×,"1,148.9",815.0,論破ﾊﾟﾗｿﾙ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,絶大アップ,,
,2517702,Co,SR+,[ｼﾝﾃﾞﾚﾗﾄﾞﾘｰﾑ],白坂小梅,+,20,7248,4416,24010,14628,○,"1,200.5",731.4,夢のﾁｶﾗ,自分,攻,絶大アップ,,
,2517802,Co,SR+,[追憶のｳﾞｧﾆﾀｽ],速水奏,+,20,6072,5880,20115,19479,×,"1,005.8",974.0,ｶﾙﾍﾟ･ﾃﾞｨｴﾑ,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,攻守,絶大アップ,,
,2517902,Co,SR+,[峻烈闘技],大和亜季,+,13,3912,2784,12959,9222,×,996.8,709.4,蹴技披露,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,特大～極大アップ,,
,2518002,Co,SR+,[ﾎﾟｯﾌﾟ･ﾓﾃﾞﾙ],松尾千鶴,+,13,3888,2760,12880,9143,×,990.8,703.3,ｶﾜｲｲの追求,ｸｰﾙ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻,特大～極大アップ,,
,2518102,Co,SR+,[ﾎﾟｯﾌﾟ･ﾓﾃﾞﾙ･S],松尾千鶴,+,18,5184,4848,17172,16060,×,954.0,892.2,ｶﾜｲｲの追求,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,特大～極大アップ,,
,2518202,Co,SR+,[ｽﾀｰﾗｲﾄｽｸｰﾙ],ｱﾅｽﾀｼｱ,+,20,7128,5112,23613,16935,×,"1,180.7",846.8,星のﾚｯｽﾝ,-,攻,絶大アップ,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人,
,2518302,Co,SR+,[ﾄﾞﾗｲﾌﾞﾄｩﾈｸｽﾄ],東郷あい,+,20,5952,5856,19716,19398,×,985.8,969.9,華麗なﾊﾝﾄﾞﾘﾝｸﾞ,ｸｰﾙﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,絶大アップ,,
,2518402,Co,SR+,[ﾗｯｼｭ･ﾛﾜｲﾔﾙ],瀬名詩織,+,18,4368,5664,14470,18762,×,803.9,"1,042.3",駆け抜ける白波,ｸｰﾙ･ﾊﾟｯｼｮﾝ,守,特大～極大アップ,,
,2518502,Co,SR+,[新たな色],藤原肇,+,20,6816,4704,22578,15582,×,"1,128.9",779.1,やすらぎの温度,-,攻,絶大アップ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人,
,2518602,Co,SR+,[ｸﾛﾈｺﾁｱｰ],綾瀬穂乃香,+,18,4992,5088,16536,16854,×,918.7,936.3,黒猫風ﾀﾞﾝｽ,ｷｭｰﾄ･ｸｰﾙ,攻守,特大～極大アップ,,
,2518702,Co,SR+,[ふぁいと一発],三船美優,+,20,5928,5880,19637,19479,×,981.9,974.0,ﾊｰﾄﾎｰﾙｲﾝﾜﾝ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,絶大ダウン,,
,2518802,Co,SR+,[紅蓮の夜姫],神崎蘭子,+,20,7104,5160,23532,17093,×,"1,176.6",854.7,真紅の熱,-,攻,絶大アップ,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人,
,2519002,Co,SR+,[冒険竜],氏家むつみ,+,18,5160,4896,17093,16218,×,949.6,901.0,なりきりﾏｲﾝﾄﾞ,ｷｭｰﾄ･ｸｰﾙ,攻,特大～極大アップ,,
,2519202,Co,SR+,[ﾒﾛﾃﾞｨ･ﾛﾜｲﾔﾙ],梅木音葉,+,13,3912,2808,12959,9303,×,996.8,715.6,風の通り道,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,特大～極大アップ,,
,2519302,Co,SR+,[ｱﾆﾊﾞｰｻﾘｰﾌﾟﾘﾝｾｽ],渋谷凛,+,20,7104,5280,23532,17490,×,"1,176.6",874.5,ﾜﾝﾀﾞﾌﾙな魔法,-,攻,絶大アップ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人,
,2519402,Co,SR+,[3rdｱﾆﾊﾞｰｻﾘｰ],新田美波,+,13,2808,3960,9303,13119,×,715.6,"1,009.2",ﾒﾓﾘｱﾙﾃﾞｨﾅｰ,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,守,特大～極大アップ,,
,2519502,Co,SR+,[3rdｱﾆﾊﾞｰｻﾘｰ･S,新田美波,+,18,5040,5088,16696,16854,×,927.6,936.3,ﾒﾓﾘｱﾙﾃﾞｨﾅｰ,ｷｭｰﾄ･ｸｰﾙ,攻守,特大～極大アップ,,
,2519602,Co,SR+,[ﾊﾟｰﾃｨｰﾛｯｸｱﾝｾﾑ],多田李衣菜,+,20,6216,6096,20591,20194,×,"1,029.6","1,009.7",友情ﾌﾚｰｽﾞ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,絶大ダウン,,
,2519702,Co,SR+,[希望の聖夜],北条加蓮,+,20,6168,6144,20433,20352,×,"1,021.7","1,017.6",暖かな輝き,-,攻守,絶大アップ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人,
,2519802,Co,SR+,[白き細雪],望月聖,+,18,5184,4896,17172,16218,×,954.0,901.0,ｸﾘｽﾀﾙﾒﾓﾘｰ,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻,特大～極大アップ,,
,2519902,Co,SR+,[魔法のｴｰﾙ],神谷奈緒,+,20,7032,5256,23295,17411,×,"1,164.8",870.6,ｴｰﾙ･ｽﾃｯｷ,-,攻,絶大アップ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人,
,2520002,Co,SR+,[ｱﾌﾞｿﾘｭｰﾄ･ｾﾞﾛ],二宮飛鳥,+,20,7104,5160,23532,17093,×,"1,176.6",854.7,ﾒﾙﾃｨﾊｰﾄ,-,攻,絶大アップ,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人,
,2520102,Co,SR+,[白銀の騎士],黒川千秋,+,13,3888,2832,12880,9382,×,990.8,721.7,聖騎士の誇り,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,特大～極大アップ,,
,2520202,Co,SR+,[多芸の才女],鷹富士茄子,+,20,7128,5232,23613,17332,×,"1,180.7",866.6,天香具弓の調,-,攻,絶大アップ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人,
,2520302,Co,SR+,[独楽の芸達者],岡崎泰葉,+,14,3576,3528,11847,11687,×,846.2,834.8,想いの独楽,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,攻守,特大～極大アップ,,
,2520402,Co,SR+,[独楽の芸達者･S],岡崎泰葉,+,18,5040,5064,16696,16775,×,927.6,931.9,想いの独楽,ｸｰﾙ･ﾊﾟｯｼｮﾝ,攻守,特大～極大アップ,,
,2520502,Co,SR+,[謹賀新年],高垣楓,+,20,7152,5208,23692,17253,×,"1,184.6",862.7,大和撫子の心,-,攻,絶大アップ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3人,
,2520602,Co,SR+,[ﾛﾜｲﾔﾙ･ｽｸｴｱ],綾瀬穂乃香,+,14,3984,3072,13198,10176,×,942.7,726.9,ﾎﾜｲﾄﾒﾓﾘｰ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,特大～極大アップ,,
,2520702,Co,SR+,[明日へのﾌﾗｯｸﾞ],結城晴,+,20,6960,5256,23056,17411,×,"1,152.8",870.6,夢のﾌｨｰﾙﾄﾞ,-,攻,絶大アップ,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人,
,2520802,Co,SR+,[ちいさな冬のﾒﾓﾘｰ],佐々木千枝,+,20,6912,5328,22896,17650,×,"1,144.8",882.5,ﾋﾟｭｱﾘｰｸﾘｽﾀﾙ,-,攻,絶大アップ,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3人,
,2521002,Co,SR+,[ﾄﾞﾘｰﾑｽﾄｰﾘｰ],渋谷凛,+,16,4220,4940,12133,14203,●,758.3,887.7,夢のかけら,全タイプ,攻守,特大～極大アップ,,
,2521202,Co,SR+,[一瞬の誘惑],鷺沢文香,+,20,7224,5160,23931,17093,×,"1,196.6",854.7,精一杯の演技,-,攻,絶大アップ,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位3人,
,3000101,Pa,N,,本田未央,,2,160,240,420,630,×,210.0,315.0,-,-,-,-,,
,3000201,Pa,N,,高森藍子,,2,240,160,630,420,×,315.0,210.0,-,-,-,-,,
,3000301,Pa,N,,並木芽衣子,,3,240,360,630,945,○,210.0,315.0,-,-,-,-,,
,3000401,Pa,N,,龍崎薫,,4,480,320,1260,840,×,315.0,210.0,-,-,-,-,,
,3000501,Pa,N,,木村夏樹,,5,500,500,1313,1313,×,262.6,262.6,-,-,-,-,,
,3000601,Pa,N,,松山久美子,,6,600,600,1575,1575,×,262.5,262.5,-,-,-,-,,
,3000701,Pa,N,,斉藤洋子,,7,700,700,1838,1838,×,262.6,262.6,-,-,-,-,,
,3000801,Pa,N,,沢田麻理菜,,7,580,820,1523,2153,×,217.6,307.6,-,-,-,-,,
,3000901,Pa,N,,矢口美羽,,8,520,920,1365,2415,×,170.6,301.9,-,-,-,-,,
,3001001,Pa,N,,赤城みりあ,,8,920,680,2415,1785,○,301.9,223.1,-,-,-,-,,
,3001101,Pa,N,,愛野渚,,9,1020,780,2678,2048,○,297.6,227.6,-,-,-,-,,
,3001201,Pa,N,,真鍋いつき,,9,620,1000,1628,2625,×,180.9,291.7,-,-,-,-,,
,3001301,Pa,N,,大槻唯,,10,1080,720,2835,1890,○,283.5,189.0,-,-,-,-,,
,3001401,Pa,N,,姫川友紀,,10,900,1100,2363,2888,○,236.3,288.8,-,-,-,-,,
,3001501,Pa,N,,ﾄﾚｰﾅｰ,,999,100,100,115,115,●,0.1,0.1,-,-,-,-,トレーナー類,
,3001601,Pa,N,,喜多見柚,,8,1060,700,2783,1838,×,347.9,229.8,-,-,-,-,,
,3001701,Pa,N,[聖夜],ﾄﾚｰﾅｰ,,999,100,100,115,115,●,0.1,0.1,-,-,-,-,,
,3001801,Pa,N,,上田鈴帆,,9,720,1080,1890,2835,○,210.0,315.0,-,-,-,-,,
,3001901,Pa,N,[新春],ﾄﾚｰﾅｰ,,999,100,100,105,105,●,0.1,0.1,-,-,-,-,,
,3002001,Pa,N,,海老原菜帆 ,,10,1100,900,2888,2363,○,288.8,236.3,-,-,-,-,,
,3002101,Pa,N,[ﾊﾞﾚﾝﾀｲﾝ],高森藍子,,10,840,1360,2205,3570,○,220.5,357.0,-,-,-,-,,
,3002201,Pa,N,[ﾊﾞﾚﾝﾀｲﾝ],ﾄﾚｰﾅｰ,,999,100,100,105,105,●,0.1,0.1,-,-,-,-,,
,3002301,Pa,N,[お花見],大槻唯,,10,820,1380,2153,3623,○,215.3,362.3,-,-,-,-,,
,3002401,Pa,N,,ﾙｰｷｰﾄﾚｰﾅｰ,,999,70,70,81,81,●,0.1,0.1,-,-,-,-,,
,3002501,Pa,N,,及川雫,,10,1100,900,2888,2363,○,288.8,236.3,-,-,-,-,,
,3002601,Pa,N,,小関麗奈,,11,1200,1000,3150,2625,×,286.4,238.6,-,-,-,-,,
,3002701,Pa,N,[ｼﾞｭｰﾝﾌﾞﾗｲﾄﾞ],松山久美子,,11,1100,1500,2888,3938,○,262.5,358.0,-,-,-,-,,
,3002801,Pa,N,[ｻﾏｰｽﾀｲﾙ],ﾄﾚｰﾅｰ,,999,150,150,158,158,●,0.2,0.2,-,-,-,-,,
,3002901,Pa,N,,衛藤美紗希,,11,940,1260,2468,3308,×,224.4,300.7,-,-,-,-,,
,3003001,Pa,N,[水泳大会],ﾒｱﾘｰ･ｺｸﾗﾝ,,11,1540,1100,4043,2888,○,367.5,262.5,-,-,-,-,,
,3003101,Pa,N,,星輝子,,11,1100,1100,2888,2888,○,262.5,262.5,-,-,-,-,,
,3003201,Pa,N,,片桐早苗,,11,1320,960,3465,2520,×,315.0,229.1,-,-,-,-,,
,3003301,Pa,N,,堀裕子,,11,920,1360,2415,3570,×,219.5,324.5,-,-,-,-,北海道エリアから,
,3003401,Pa,N,,西島櫂,,11,1360,920,3570,2415,×,324.5,219.5,-,-,-,-,仙台エリア,
,3003501,Pa,N,,的場梨沙,,11,1420,860,3728,2258,×,338.9,205.3,-,-,-,-,,
,3003601,Pa,N,,財前時子,,11,820,1460,2153,3833,×,195.7,348.5,-,-,-,-,,
,3003701,Pa,N,[ﾊﾞﾚﾝﾀｲﾝ],ﾙｰｷｰﾄﾚｰﾅｰ,,999,120,120,126,126,●,0.1,0.1,-,-,-,-,,
,3003801,Pa,N,,依田芳乃,,11,1180,1160,3098,3045,×,281.6,276.8,-,-,-,-,,
,3100102,Pa,N+,,本田未央,+,2,192,288,636,954,×,318.0,477.0,-,-,-,-,,
,3100202,Pa,N+,,高森藍子,+,2,288,192,954,636,×,477.0,318.0,-,-,-,-,,
,3100302,Pa,N+,,並木芽衣子,+,3,288,432,954,1432,○,318.0,477.3,-,-,-,-,,
,3100402,Pa,N+,,龍崎薫,+,4,576,384,1908,1272,×,477.0,318.0,-,-,-,-,,
,3100502,Pa,N+,,木村夏樹,+,5,600,600,1989,1989,×,397.8,397.8,-,-,-,-,,
,3100602,Pa,N+,,松山久美子,+,6,720,720,2386,2386,×,397.7,397.7,-,-,-,-,,
,3100702,Pa,N+,,斉藤洋子,+,7,840,840,2783,2783,×,397.6,397.6,-,-,-,-,,
,3100802,Pa,N+,,沢田麻理菜,+,7,696,984,2307,3261,×,329.6,465.9,-,-,-,-,,
,3100902,Pa,N+,,矢口美羽,+,8,676,1196,2068,3658,×,258.5,457.3,-,-,-,-,,
,3101002,Pa,N+,,赤城みりあ,+,8,1104,816,3658,2704,○,457.3,338.0,-,-,-,-,,
,3101102,Pa,N+,,愛野渚,+,9,1224,936,4055,3101,○,450.6,344.6,-,-,-,-,,
,3101202,Pa,N+,,真鍋いつき,+,9,806,1300,2465,3976,×,273.9,441.8,-,-,-,-,,
,3101302,Pa,N+,,大槻唯,+,10,1296,864,4294,2862,○,429.4,286.2,-,-,-,-,,
,3101402,Pa,N+,,姫川友紀,+,10,1080,1320,3579,4373,○,357.9,437.3,-,-,-,-,,
,3101602,Pa,N+,,喜多見柚,+,8,1272,840,4215,2783,×,526.9,347.9,-,-,-,-,,
,3101802,Pa,N+,,上田鈴帆,+,9,864,1296,2862,4294,○,318.0,477.1,-,-,-,-,,
,3102002,Pa,N+,,海老原菜帆 ,+,10,1320,1080,4373,3579,○,437.3,357.9,-,-,-,-,,
,3102102,Pa,N+,[ﾊﾞﾚﾝﾀｲﾝ],高森藍子,+,10,1008,1632,3340,5406,○,334.0,540.6,-,-,-,-,,
,3102302,Pa,N+,[お花見],大槻唯,+,10,984,1658,3261,5487,○,326.1,548.7,-,-,-,-,,
,3102502,Pa,N+,,及川雫,+,10,1320,1080,4373,3579,○,437.3,357.9,-,-,-,-,,
,3102602,Pa,N+,,小関麗奈,+,11,1440,1200,4770,3976,○,433.6,361.5,-,-,-,-,,
,3102702,Pa,N+,[ｼﾞｭｰﾝﾌﾞﾗｲﾄﾞ],松山久美子,+,11,1320,1800,4373,5963,○,397.5,542.1,-,-,-,-,,
,3102902,Pa,N+,,衛藤美紗希,+,11,1128,1512,3737,5009,○,339.7,455.4,-,-,-,-,,
,3103002,Pa,N+,[水泳大会],ﾒｱﾘｰ･ｺｸﾗﾝ,+,11,1848,1320,6123,4373,○,556.6,397.5,-,-,-,-,,
,3103102,Pa,N+,,星輝子,+,11,1320,1320,4373,4373,○,397.5,397.5,-,-,-,-,,
,3103202,Pa,N+,,片桐早苗,+,11,1584,1152,5248,3816,○,477.1,346.9,-,-,-,-,,
,3103302,Pa,N+,,堀裕子,+,11,1104,1632,3658,5406,×,332.5,491.5,-,-,-,-,北海道エリアから,
,3103402,Pa,N+,,西島櫂,+,11,1632,1104,5406,3658,×,491.5,332.5,-,-,-,-,仙台エリア,
,3103502,Pa,N+,,的場梨沙,+,11,1704,1032,5645,3419,×,513.2,310.8,-,-,-,-,,
,3103602,Pa,N+,,財前時子,+,11,984,1752,3261,5805,×,296.5,527.7,-,-,-,-,,
,3103802,Pa,N+,,依田芳乃,+,11,1416,1392,4691,4612,×,426.5,419.3,-,-,-,-,,
,3200101,Pa,R,,相葉夕美,,5,660,640,1733,1680,○,346.6,336.0,ﾌﾘｰﾄｰｸ,キュート,攻,小ダウン,,
,3200201,Pa,R,,野々村そら,,5,780,520,2048,1365,○,409.6,273.0,ﾊﾟｯｼｮﾝﾎﾞｲｽ,パッション,攻,小アップ,,
,3200301,Pa,R,,浜川愛結奈,,6,760,800,1995,2100,○,332.5,350.0,創作ﾀﾞﾝｽ,キュート,守,小ダウン,,
,3200401,Pa,R,,若林智香,,6,620,940,1628,2468,○,271.3,411.3,ﾊﾟｯｼｮﾝﾀﾞﾝｽ,パッション,守,小アップ,,
,3200501,Pa,R,,城ヶ崎美嘉,,10,1520,2080,3990,5460,○,399.0,546.0,ｷﾞｬﾙの意地,パッション,守,中アップ,,
,3200601,Pa,R,,城ヶ崎莉嘉,,11,2300,1260,6038,3308,○,548.9,300.7,ちびｷﾞｬﾙの意地,パッション,攻,中アップ,,
,3200701,Pa,R,,仙崎恵磨,,9,1140,1740,2993,4568,○,332.6,507.6,-,-,-,-,,
,3200801,Pa,R,,日野茜,,12,2560,1840,6720,4830,○,560.0,402.5,全力ﾄﾗｲ,全タイプ,攻,中アップ,,
,3200901,Pa,R,,諸星きらり,,11,2120,1400,5565,3675,○,505.9,334.1,-,-,-,-,,
,3201001,Pa,R,,十時愛梨,,12,2160,2160,5670,5670,○,472.5,472.5,ﾊﾟｯｼｮﾝｷｯｽ,パッション,攻守,小アップ,,
,3201101,Pa,R,,ﾅﾀｰﾘｱ,,10,1920,1920,5040,5040,○,504.0,504.0,情熱ﾀﾞﾝｽ,キュート,守,中ダウン,,
,3201201,Pa,R,,相馬夏美,,12,1540,2300,4043,6038,○,336.9,503.2,-,-,-,-,,
,3201301,Pa,R,,槙原志保,,9,1760,1120,4620,2940,○,513.3,326.7,-,-,-,-,,
,3201401,Pa,R,,萩原雪歩,,5,1000,600,2625,1575,○,525.0,315.0,MYﾎﾟｴﾑ,パッション,攻守,小アップ,,
,3201501,Pa,R,,双海亜美,,6,1200,720,3150,1890,○,525.0,315.0,不敵な笑い,パッション,攻守,中アップ,,
,3201601,Pa,R,,双海真美,,6,720,1200,1890,3150,○,315.0,525.0,勢いONLY,キュート,攻守,中ダウン,,
,3201701,Pa,R,,星井美希,,7,1200,1200,3150,3150,○,450.0,450.0,溢れる才能,全タイプ,守,中アップ,,
,3201801,Pa,R,,向井拓海,,8,1040,1040,2730,2730,○,341.3,341.3,ﾊﾌﾟﾆﾝｸﾞｷｯｽ,キュート,攻守,小ダウン,,
,3201901,Pa,R,,水瀬伊織,,7,1080,740,2835,1943,○,405.0,277.6,猫かぶり,全タイプ,攻,中アップ,,
,3202001,Pa,R,,ﾍﾞﾃﾗﾝﾄﾚｰﾅｰ,,999,200,200,210,210,●,0.2,0.2,-,-,-,-,トレーナー類,
,3202101,Pa,R,[聖夜],ﾅﾀｰﾘｱ,,8,1080,1080,2835,2835,○,354.4,354.4,ﾊﾌﾟﾆﾝｸﾞｷｯｽ,キュート,攻守,小ダウン,,
,3202201,Pa,R,[聖夜],ﾍﾞﾃﾗﾝﾄﾚｰﾅｰ,,999,200,200,210,210,●,0.2,0.2,-,-,-,-,,
,3202301,Pa,R,[新春],龍崎薫,,9,1430,950,3749,2489,●,416.6,276.6,ﾊﾟｯｼｮﾝﾎﾞｲｽ,パッション,攻,小アップ,,
,3202401,Pa,R,[新春],ﾍﾞﾃﾗﾝﾄﾚｰﾅｰ,,999,200,200,210,210,●,0.2,0.2,-,-,-,-,,
,3202501,Pa,R,,市原仁奈,,10,1400,1400,3675,3675,○,367.5,367.5,創作ﾀﾞﾝｽ,キュート,守,小ダウン,,
,3202601,Pa,R,,杉坂海,,11,1410,2110,3696,5544,●,336.0,504.0,ﾌﾘｰﾄｰｸ,キュート,攻,小ダウン,,
,3202701,Pa,R,,喜多日菜子,,8,1320,1320,3465,3465,○,433.1,433.1,-,-,-,-,,
,3202801,Pa,R,[制服ｵﾚﾝｼﾞ],星井美希,,8,1200,900,1200,900,●,150.0,112.5,やる気ｱｯﾌﾟ,全タイプ,攻,小アップ,,
,3202802,Pa,R,[制服ﾚｯﾄﾞ],星井美希,,8,1260,1020,1500,1200,●,187.5,150.0,やる気ｱｯﾌﾟ,全タイプ,攻,小アップ,,
,3202803,Pa,R,[制服ﾌﾞﾙｰ],星井美希,,8,1330,1090,1600,1300,●,200.0,162.5,やる気ｱｯﾌﾟ,全タイプ,攻,小アップ,,
